pdb,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,pKd
1l2z,1.7985541545,-18.0120865481,-0.111930574,32.0,88.0,27.0,17.0,-0.0317234425,-2.4238690493,22.0,-57.1317854866,54.0885,32.9444,51.048,70.1566,25.5062,154.9986,196.4478,132.1502,0.0,717.3403,3.6925039620867874
1kl3,4.3453267881999995,-18.624323316199998,-0.5614279158,22.0,52.0,18.0,14.0,-0.11311149289999999,-2.7871739812,14.0,-45.651031303900005,48.9348,36.0267,27.2791,46.7962,186.7422,198.8576,281.3584,85.63600000000001,0.0,911.6310000000001,5.863279432843593
4prg,7.139865008999999,-1.9541493881999998,-0.49774631399999997,18.0,44.0,18.0,29.0,-0.0902779492,-3.1039756471,12.0,-62.2831371009,35.7934,63.7047,54.2357,19.3669,108.6534,468.561,743.5411,301.5643,0.0,1795.4205,7.154901959985742
5ar7,8.5302173087,-10.2019583771,-0.15101092119999998,5.0,26.0,5.0,11.0,-0.0365718114,-3.3772740211000003,6.0,-56.27471709140001,6.6288,10.8045,3.9187,56.248000000000005,87.6964,315.3324,389.7696,43.6164,0.0,914.0148,6.494850021680094
5kup,10.2292148655,-14.6434310345,-0.0583637993,6.5,39.0,6.5,16.0,-0.0241538257,-4.5233154716,6.0,-110.905455711,14.7425,10.5399,19.1284,13.1987,250.1597,287.5952,307.5069,180.7954,2.4446,1086.1113,8.142667503568731
2qm7,6.7269981578,-38.2914933748,-0.841899822,7.5,28.0,7.5,0.0,-0.19401543989999998,-15.4017129965,10.0,-183.07895730200002,3.7058,148.5126,112.3349,38.8182,184.2556,44.4905,46.4089,163.2288,0.0,741.7553,5.886056647693162
4yh4,6.2348410376,3.4980504845,-0.077236497,2.0,25.0,2.0,13.0,-0.0196722018,-1.4432295938,2.0,-27.3094023686,0.0,2.25,0.0,23.4172,152.6924,301.153,131.9983,56.0643,0.0,667.5752,4.585026652029182
5tqg,9.4878471829,-24.0510857557,-0.21895409989999998,7.5,48.0,7.5,22.0,-0.06880869690000001,-4.1002017651,6.0,-151.597999261,6.8182,9.7565,57.2056,24.4051,314.78,316.1487,213.1324,264.0686,28.5857,1234.9008,9.619788758288394
5ukj,7.476448900199999,-10.2455643576,-0.206550784,4.0,31.0,4.0,10.0,-0.0355522603,-2.2509121073,6.0,-81.5234673238,16.9023,12.9859,13.8354,27.9102,142.6884,321.2965,175.4001,159.0192,0.0,870.038,7.161150909262744
4l0t,8.3390331402,-15.3149117899,-0.15476639,1.0,20.0,1.0,11.0,-0.0338799031,-1.3528269513,1.0,-46.6383235137,0.2975,8.7262,11.0719,3.3967,141.2328,364.1446,68.9271,29.5382,0.0,627.335,7.180456064458133
1d7x,4.6126252139999995,-16.0487391953,-0.2563620899,5.5,23.0,5.5,5.0,-0.0678111505,-6.2340488684,6.0,-109.797651094,0.0,12.0544,30.3993,44.3055,168.9736,132.4284,114.2928,211.5366,0.0,713.9906,8.522878745280337
2vhq,5.7235324935000005,-52.9531516358,-1.6610834587,9.0,31.0,9.0,0.0,-0.3330998137,-12.744168703,14.0,-169.837313676,48.7493,173.3527,115.5449,77.0789,174.2034,69.5412,32.0996,163.7238,0.0,854.2938,3.853871964321762
1cqp,4.377248273,11.7774728924,-0.05574524,7.5,29.0,7.5,19.0,-0.0154179598,-1.2621749222,8.0,-11.176788591800001,14.2391,5.5836,27.5033,0.8836,49.6723,53.7446,540.8817,37.1374,0.0,729.6456,5.619788758288393
3pkn,3.7518086849000003,-20.6832370811,-0.8785229777,42.0,93.0,34.0,30.0,-0.2069615384,-5.7481704226,24.0,-128.18889329299998,62.8995,113.3376,0.0,84.3301,436.7476,179.9402,528.2915,244.1462,0.0,1649.6927,4.657577319177793
4gs8,2.2233548880000003,-15.6253247579,-0.1108743484,12.0,29.0,10.0,9.0,-0.0213225543,-1.0273334289,12.0,-64.0801876009,2.9810000000000003,9.4134,17.1936,34.8084,73.4542,98.4313,82.7246,169.7615,0.0,488.76800000000003,7.0
4o78,5.7403880937,-4.6498204919,0.2000080532,7.0,30.0,7.0,8.0,0.0306085377,-2.9547617764,6.0,-60.4492433982,0.0,4.3619,13.3539,27.9455,178.2907,214.1872,192.9723,177.3466,0.0,808.4581,5.337242168318426
4yje,6.0613926573,-31.210072849,-1.0231745406000001,33.5,68.0,27.5,17.0,-0.1982330074,-13.4701697701,24.0,-220.77092529,88.5781,68.2581,84.1257,92.4187,522.7481,120.4448,510.9365,326.8765,0.0,1814.3865,4.841637507904751
3cy2,7.4823681645,-3.2471969045,0.2357143464,0.0,23.0,0.0,9.0,0.045799115599999995,-2.5755914558,0.0,-35.7910479695,29.0765,5.0055,0.0,9.7192,141.6548,112.2579,222.0719,149.0609,65.26,734.1067,7.221848749616356
4lts,9.1498549909,-24.076999957399998,0.13774208710000002,7.0,33.0,7.0,14.0,0.025943541299999998,-2.9776906737999997,12.0,-79.8065286016,17.1331,7.5203,36.4273,0.9529,167.8316,394.371,133.7352,167.7512,0.0,925.7226,8.356547323513812
3gur,4.241523283399999,-30.8412374025,-1.0909123421,20.0,40.0,19.0,8.0,-0.20717425050000002,-7.6504107235,22.0,-122.756644348,50.4317,83.9833,33.1311,44.4137,204.5735,55.0481,247.1252,219.8678,0.0,938.5744,8.0
1rzx,4.1423040911,-16.6861273355,-0.6648500058,25.0,50.0,19.0,16.0,-0.134081972,-8.8360973085,14.0,-84.959266512,18.4756,75.1141,42.2807,30.964000000000002,186.8368,42.848,438.1794,108.3929,0.0,943.0915,4.096910013008056
2x6k,4.727489748,-15.1202288741,-0.1330844256,2.5,26.0,2.5,8.0,-0.0342833226,-1.6574673530000001,4.0,-25.179831512,25.1291,18.7676,32.5401,5.6662,116.2342,280.6769,210.7423,128.0931,0.0,817.8495,5.638272163982407
4z22,4.8871045069,-8.7032622695,0.2677531896,4.5,30.0,4.5,19.0,0.047178076799999996,-3.2534242345999997,6.0,-39.8262038414,0.0,24.9873,92.5829,5.1056,16.8242,280.689,141.1597,78.5627,0.0,639.9114,6.2441251443275085
4or0,5.9100076562,-10.7460465893,-0.2649219182,3.0,17.0,3.0,11.0,-0.0598747887,-2.9949496935,4.0,-34.8981779274,31.8628,36.3998,33.0597,11.6882,28.5214,186.7051,203.8478,119.7024,0.0,651.7872,7.455931955649724
2gg7,5.3643937848,-20.017088798,-0.2391030702,5.0,18.0,5.0,5.0,-0.0014596451000000001,-6.3481652425999995,8.0,-99.31461201409999,0.0,40.2026,103.1994,25.0307,117.0228,251.8021,12.3475,42.1971,0.0,591.8022,5.7569619513137065
4zsg,6.527107462999999,-14.7492736415,0.5548191709,3.5,20.0,3.5,7.0,0.08200418200000001,-3.107136989,4.0,-68.7384945721,84.8788,0.1095,9.4453,7.5497,172.5487,144.0218,162.8654,104.76899999999999,65.4033,751.5915,5.0
4deg,8.3625488296,-19.7189177781,0.0868745556,4.0,29.0,4.0,6.0,0.015542653100000001,-1.3314237131,4.0,-94.4753677297,0.0,2.0868,21.4909,16.6595,221.0527,301.2861,190.2691,158.3003,0.0,911.1454,8.221848749616356
5q0z,9.5975552822,-4.2393154785,-0.0702463373,4.0,31.0,4.0,17.0,-0.0170096331,-1.6933203441999998,6.0,-52.0712546041,0.0,0.0,0.0,9.8767,33.3623,262.6901,154.6242,84.1641,28.1574,572.8748,5.847711655616942
5fbo,8.417736617200001,-23.9760130542,-0.132981737,6.5,42.0,6.5,19.0,-0.0359850194,-2.991318918,8.0,-74.566446702,0.0,15.895999999999999,58.6753,30.5917,202.5804,312.6756,320.4891,181.1332,47.5632,1169.6045,9.508638306165727
5lss,7.262973970599999,-32.116358423200005,-0.3240632169,12.0,30.0,11.0,5.0,-0.07571817269999999,-10.2610776711,12.0,-169.583885546,41.6436,55.961999999999996,104.7345,29.9229,162.5365,115.617,213.0099,190.5508,0.0,913.9772,6.309803919971486
2xwe,4.9126372938,-16.491165693499998,-0.859430233,9.0,22.0,9.0,7.0,-0.2106729978,-7.315770580800001,14.0,-95.6847387068,0.0,30.8199,102.1486,32.0125,85.7313,38.2204,170.3157,143.303,0.0,602.5514,6.022276394711152
3shy,5.3358830285000005,-1.8649570041999999,-0.1857343378,6.0,30.0,6.0,9.0,-0.034928793799999996,-0.9923899653,6.0,-21.1394531913,0.0,0.0788,4.2961,13.2087,82.0671,251.5347,295.0328,108.8344,15.6029,770.6555,7.041436116778033
5ih8,5.1113837442,-4.8691340019,0.0109876802,5.0,27.0,5.0,12.0,-0.0020611069,-1.2605979187,6.0,-46.940602077600005,0.0948,14.5886,6.9447,14.1259,133.4384,348.7208,175.6833,49.607,0.0,743.2035,6.7447274948966935
2xx2,6.9556930049000005,-5.971840863200001,-0.3776153218,1.0,23.0,1.0,12.0,-0.0832951244,-3.9458607993,2.0,-59.0896096597,27.5591,4.079,51.656000000000006,25.8116,117.8539,78.9484,245.6607,73.7336,49.8541,675.1564,7.301029995663981
1k03,2.8908381229000004,-3.3646359884,-0.0489091132,1.5,9.0,1.5,5.0,-0.0181832171,-2.0804343615,2.0,-17.2051301897,0.0,0.0,45.3901,11.7395,128.5373,156.8793,16.6229,53.3395,0.0,412.5086,6.0
1ikv,7.214570965499999,-10.5086818904,-0.0170609774,4.0,21.0,4.0,13.0,-0.0075036027000000005,-0.7865800062,6.0,-20.7063126765,0.0,0.0,5.6599,36.2762,49.3118,105.0549,334.7815,47.3311,91.9346,670.35,6.2839966563652006
1i48,6.230124696900001,-20.0578415024,-0.3753415028,4.0,17.0,4.0,6.0,-0.0845200527,-4.6261727743000005,6.0,-66.1765093558,51.3661,58.3045,21.1584,22.1801,60.0015,192.8858,76.7544,123.7829,65.8111,672.2448,5.698970004336019
4glx,7.9264670199000005,-15.0105574493,-0.379581075,2.0,19.0,2.0,8.0,-0.0819381679,-5.0199688855,2.0,-46.200187932,10.8334,8.3004,15.2257,41.8414,106.76700000000001,141.5565,90.9173,85.0198,38.7266,539.1881,7.795880017344076
3vbv,3.8228985357,-5.3338219216,-0.1914262202,1.5,14.0,1.5,6.0,-0.0363884389,-2.51073627,2.0,-24.8722938248,3.5294,0.0,15.0666,44.9851,61.0066,178.6334,130.2003,25.2179,0.0,458.6393,5.0
4k72,2.8073816307,-17.315865175,-0.6029361149,15.0,31.0,12.0,9.0,-0.1328937182,-5.7472242205,10.0,-70.8613099858,0.0,83.7591,40.3682,25.8654,92.5492,18.702,276.8589,86.5433,0.0,624.6461,3.0
4hv3,7.2391208758,-30.404187386,-0.4152066843,9.0,35.0,7.0,7.0,-0.0836692043,-9.2704260771,8.0,-141.213020459,20.7785,22.5415,104.074,48.4105,234.94400000000002,248.0636,54.3664,135.593,0.0,868.7715,3.939302159646388
4mw0,7.0785745846,-9.8237122539,-0.3196916165,7.5,24.0,7.5,11.0,-0.0736203913,-4.5028584355,10.0,-65.4927939872,14.8559,13.4838,25.9374,30.2681,109.8088,278.9148,147.7251,110.1296,130.7696,861.8931,7.4089353929735005
3m58,5.0171156094,-33.0369250477,-0.6591214489,41.0,72.0,33.0,19.0,-0.0985443815,-13.908305351800001,20.0,-203.856631221,104.0086,125.1536,59.1674,57.033,470.8207,123.8893,345.7964,334.0615,0.0,1619.9305,5.481486060122113
2va5,4.6413413475,-11.5537584424,0.2046143704,3.5,19.0,3.5,9.0,0.0345107045,-3.2888811412,4.0,-46.625516778299996,10.6743,16.7987,62.4791,34.2482,153.6102,202.2881,142.3206,84.7591,0.0,707.1783,4.0655015487564325
2xyr,5.7996027414,-39.643828887800005,-0.7441182701000001,9.5,27.0,9.5,3.0,-0.1702210243,-9.553927297000001,12.0,-149.288664675,69.7563,96.9453,90.3534,32.954,177.2103,62.7915,108.3869,197.9687,0.0,836.3664,6.130768280269023
4pzw,8.3090994133,-11.1701211677,-0.419629629,0.0,26.0,0.0,10.0,-0.12088648689999999,-4.1367809114,0.0,-87.42454107180001,0.0,15.0839,64.5116,4.1186,172.0323,223.1602,85.1166,166.2984,65.5393,795.8609,6.9586073148417755
1gi6,5.1611730454,-12.141672682100001,-0.6773486754000001,3.0,19.0,3.0,11.0,-0.1711525566,-8.864395352699999,4.0,-81.2206386424,38.2709,6.3937,69.7805,19.9501,209.60299999999998,239.7971,21.9641,55.2127,0.0,660.9721,6.221848749616356
4g68,8.7689756386,-34.6093735748,-0.786521327,7.5,28.0,7.5,0.0,-0.19881979940000002,-14.7767648467,6.0,-134.341312059,39.5793,16.3175,165.3601,45.2488,124.2125,64.285,86.6791,336.709,0.0,878.3913,7.920818753952375
3rqg,1.8136933881,-3.2222069002,-0.046356568,47.5,93.0,37.5,23.0,-0.0002787262,-0.6059654286,28.0,-25.9308592579,44.8572,51.1062,33.6493,2.6657,38.0643,22.3725,619.7556,149.1738,0.0,961.6446,4.638272163982408
4dhm,4.742452944,-13.5787409599,-0.6216547796999999,6.0,25.0,6.0,12.0,-0.1289988863,-4.2201493848,8.0,-69.9202569856,41.7098,74.0926,1.3588,12.5186,152.0818,160.067,37.6826,112.2064,66.5271,658.2447,3.7825160557860937
1d8f,4.8593565802,-15.8945669322,-0.2515503955,7.5,31.0,7.5,10.0,-0.0606962975,-4.1205414428,6.0,-73.04208577930001,0.0,12.45,27.5561,26.6074,127.7446,175.0363,90.1167,166.1718,0.0,625.6829,7.744727494896693
1c5f,4.8753173226,-14.4167166104,0.0249826694,15.5,85.0,15.5,32.0,-0.0019657532000000003,-2.9358450693,8.0,-76.6551548307,47.0973,0.0,0.0,42.3164,231.3725,71.0762,451.5039,182.5714,0.0,1025.9377,6.0655015487564325
1c3r,5.9923125691,-3.1324864033999997,-0.2653180028,6.5,22.0,6.5,12.0,-0.052517884,-5.9473863065999995,8.0,-60.5132037262,0.0,0.3293,46.6593,24.0023,134.5847,184.2486,220.9788,146.4266,0.0,757.2296,6.3979400086720375
5gx6,7.0982614562,-37.2113339961,-1.193608277,9.0,30.0,9.0,2.0,-0.24905652949999998,-13.8590148238,6.0,-128.622708619,63.1819,112.1741,116.5064,24.4979,97.5672,51.9433,154.0277,177.7082,0.0,797.6067,5.795880017344076
2qcm,6.3747762598,-43.693229135500005,-1.5995949919999999,6.5,23.0,6.5,1.0,-0.3327477385,-11.5961321597,6.0,-134.94888383100002,0.0,99.2651,74.2824,15.855,48.4148,70.1583,0.0,116.8287,0.0,424.8043,3.3467874862246565
3oyl,5.0720980198,-9.8186951823,-0.1185173142,4.5,32.0,4.5,9.0,-0.0237797458,-5.877528719,4.0,-68.3743828012,21.1712,4.3197,26.1052,6.5933,148.7413,112.9864,113.64,114.6067,65.1023,613.2661,6.698970004336019
1mj7,5.8542257417,-18.2786074745,-0.5384770137,14.0,33.0,13.0,17.0,-0.08351517139999999,-2.2497311884,14.0,-41.0066826474,8.6235,31.4355,14.7844,35.656,92.0054,359.4162,176.0358,119.8368,0.0,837.7936,8.346787486224656
5eb2,2.561640476,-3.58383214,0.007107518100000001,3.5,15.0,3.5,7.0,0.0007921692,-0.1150259018,3.0,-11.695204654000001,35.2721,14.8392,0.0,12.8288,16.3566,110.9378,117.8366,35.0005,0.0,343.0716,1.1140736601985692
4d2t,4.9156005934,-6.4249836503,-0.0965052793,7.5,25.0,7.5,12.0,-0.0314007069,-1.6944499188,10.0,-39.6019759484,35.818000000000005,3.8244,0.0488,33.9656,86.4817,265.2861,225.6378,74.8287,0.0,725.8911,6.0
5eg4,8.0616492269,-16.9652496201,-0.5950364276,8.5,59.0,8.5,25.0,-0.1450036381,-8.9262725691,10.0,-114.225363479,38.9846,6.0923,66.0486,40.6688,345.8756,200.1512,209.1179,173.2564,0.0,1080.1954,7.67778070526608
4y4v,2.1334216791,-11.1401214267,-0.5692689239000001,1.5,6.0,1.5,1.0,-0.1224854951,-4.8411660282,2.0,-51.3102367244,44.239,71.7666,2.2826,3.8604,50.3075,0.7735,69.1803,29.6342,0.0,272.0441,3.649751981665837
2o9j,5.3588119258999996,-8.5711900601,-0.1830497644,1.5,25.0,1.5,13.0,-0.03740799,-1.1860679998,2.0,-34.245833926100005,0.0,12.7309,17.9717,12.8475,81.2831,146.1765,386.2738,93.9885,0.0,751.2719999999999,6.920818753952375
3blt,-1.9347999219999998,-7.3449928224,0.019965597800000002,3.0,12.0,3.0,6.0,0.0006234665,-4.9908640023,3.0,-74.5540213814,8.3649,17.7412,4.7855,21.9488,80.5424,151.1225,92.5481,30.4607,0.0,407.5141,3.537602002101044
4jiz,3.2925192516000004,-26.053960884600002,-0.5489145764,31.5,75.0,25.5,22.0,-0.10004803599999999,-8.1312134185,20.0,-98.72045577450001,107.4958,109.037,11.9653,31.6571,279.0687,141.8312,285.2763,130.4084,0.0,1096.7398,5.619788758288393
5j3v,2.8444302106,-47.904217230200004,-0.2706431402,66.5,125.0,57.5,30.0,-0.0420216421,-9.5037932555,42.0,-131.68733986200002,267.2985,157.0666,102.6307,50.6167,125.8689,33.9015,496.6085,268.5527,0.0,1502.5441,6.980883709552928
1pr1,4.8669188620999995,-30.0858967354,-0.45535059200000005,3.5,19.0,3.5,0.0,-0.1238497865,-5.8784675862,4.0,-114.94372158,22.254,17.2955,86.5753,41.4398,90.2873,113.4845,18.3109,140.0858,0.0,529.7331,5.301029995663981
2fjp,7.2622771551,-19.4902522706,0.1253754457,5.5,31.0,4.5,12.0,0.0245132358,-5.0401251906999995,4.0,-81.5393473823,66.0628,18.7034,54.3684,8.4614,197.3147,291.9653,103.6432,189.6081,0.0,930.1273,8.366531544420411
3rtp,5.3194968619,-11.4940230168,-0.09965928630000001,4.0,27.0,4.0,9.0,-0.0147871584,-1.1655669543,6.0,-52.3148686378,6.2209,0.0,0.0,36.9351,150.1134,164.9337,262.7812,100.8928,0.0,721.8771,8.154901959985743
3zrk,5.4354029516999995,-8.6059501512,-0.1159427643,0.0,16.0,0.0,6.0,-0.0270877857,-2.5907380243,0.0,-40.002564177,1.4885,3.3545,9.8674,29.4103,73.633,221.6546,104.6883,6.4608,0.0,450.5574,6.886056647693162
4cby,5.8553993257000005,-9.7574340975,-0.18598372440000002,4.5,24.0,4.5,15.0,-0.038581574,-4.8262395067,4.0,-41.420055606700004,6.4567,0.0,36.0127,24.0225,73.4765,344.2266,108.9616,50.3175,0.0,643.4741,7.698970004336019
3hpt,8.0299771287,-16.07663382,0.12068844460000001,4.0,32.0,4.0,11.0,0.0245132358,-2.3376546347,6.0,-116.721774689,0.0,0.9504,49.1358,22.5593,190.2625,220.6338,175.9827,225.7283,0.0,885.2528,8.187086643357143
2qcd,6.6466516632,-41.5484456963,-1.5852112531,5.0,21.0,5.0,1.0,-0.3339139876,-12.230241599600001,6.0,-127.29656603299999,0.0,98.8517,51.0303,15.2122,48.0701,99.4273,0.0,85.5162,0.0,398.1078,3.397940008672037
4luo,2.6008675212,-7.9826596888,-0.10493307939999999,3.0,21.0,3.0,13.0,-0.0208824603,-2.0762387987,2.0,-28.147260660700002,41.9596,41.7857,0.0,0.4361,47.4105,174.4839,149.4809,55.2307,0.0,510.7874,3.2365720064370627
3b5j,2.1857195161000003,-34.2413889767,-1.3265606744,9.5,42.0,9.5,2.0,-0.2655453847,-8.3142191735,10.0,-155.120973736,17.6611,152.9161,38.2825,10.2845,252.8166,53.977,39.7266,140.8905,0.0,706.5549,5.6777807052660805
4qw5,-1.1891633276,-25.5287086956,-0.34026601100000003,22.0,52.0,18.0,25.0,-0.060028821600000004,-5.447402848099999,16.0,-79.4573726918,38.918,16.0476,106.8062,40.3073,131.2707,98.2954,534.5729,207.6314,0.0,1173.8495,6.347753658996678
5npd,2.8021665168000003,-15.210851563599999,-0.3687327579,3.0,12.0,3.0,1.0,-0.1032607222,-9.106234340599999,4.0,-71.5730373375,33.8558,14.7183,101.7219,2.9434,42.8064,32.3291,16.307000000000002,129.6216,0.0,374.3035,7.420216403383191
3byu,10.097370038,-28.9096428318,0.37961774950000005,6.0,44.0,6.0,20.0,0.0577696724,-3.4345889297000003,8.0,-67.0215045056,0.36700000000000005,22.5349,32.8953,31.8555,165.1887,427.4641,272.8959,194.2519,26.8381,1174.2914,9.096910013008056
5bnr,6.224623521900001,-14.5045740426,-0.284080677,4.5,24.0,4.5,12.0,-0.050295409299999996,-2.0509187238999997,6.0,-45.462370341,26.498,20.1525,15.9244,20.8786,88.3231,262.6921,185.6269,131.5778,18.5616,770.235,6.275724130399211
4bjc,8.0146545226,-10.9420497871,-0.0872413006,2.0,24.0,2.0,13.0,-0.023200288700000002,-2.6894584434,2.0,-49.28870894479999,31.0727,4.603,12.8809,25.226,75.3109,238.8737,89.602,65.9634,30.7639,574.2965,7.853871964321763
3l08,6.6197619198,-13.0718993699,-0.1473948155,6.0,36.0,6.0,16.0,-0.0313420277,-2.3760601711000002,6.0,-70.9668958713,17.1212,18.6417,15.8306,6.604,147.4664,355.7405,167.5983,143.8638,3.2378,876.1043,10.221848749616356
3ujb,6.872111819400001,-39.1911261947,-0.9162170288,9.0,26.0,9.0,1.0,-0.2029860226,-8.7053673858,12.0,-148.658472072,37.5655,56.0387,91.469,0.0,75.6853,52.8212,18.9853,182.0551,0.0,514.6201,5.102372908709559
2bgr,1.0873695854,-10.8547278026,-0.3319629042,9.5,23.0,8.5,4.0,-0.0734736933,-4.833948486600001,10.0,-87.8758061245,61.22,59.6693,38.536,2.9176,206.6568,40.6146,61.9863,150.1917,0.0,621.7923,3.6020599913279625
1fls,3.7385471857,-12.402846466400002,-0.0929698575,7.5,30.0,6.5,13.0,-0.020625738799999998,-1.7199386962999998,6.0,-55.1428099932,0.0,0.0,21.6289,22.1151,113.2814,204.9008,120.6647,113.4825,0.0,596.0734,7.481486060122112
5ceh,5.7682460439,-9.503536534,-0.08084526780000001,2.0,21.0,2.0,11.0,-0.014200366399999999,-1.8346858718999999,2.0,-28.9225522558,14.3811,0.0,12.4549,36.1917,100.7311,240.8783,171.1823,42.0475,0.0,617.8669,8.0
4kql,9.0362960691,-21.3330505419,-0.3277013273,6.0,34.0,6.0,13.0,-0.0752047297,-5.897244930199999,6.0,-131.143486367,4500.81,3154.7994,743.1719,3413.5493,30189.7665,2363.425,10330.0697,4897.2759,0.0,59592.8677,8.769551078621726
3lj7,-0.9183588196,-1.9479587325999999,-0.1403093021,2.0,9.0,2.0,5.0,-0.0089119035,-4.4633159896,2.0,-47.5852591037,0.0,0.0,9.2492,22.7861,38.0107,27.8408,183.8721,78.3606,0.0,360.1195,8.337242168318426
4onf,4.786682391,-37.2932868338,-0.7556854073999999,22.5,50.0,19.5,14.0,-0.1647198493,-13.2213699621,16.0,-147.448066874,172.3031,126.8807,23.4201,17.4368,267.2403,176.8634,210.4687,139.0208,0.0,1133.6339,8.920818753952375
2liq,4.5598946179,-24.5028275769,-0.3200510266,12.5,40.0,12.5,3.0,-0.0647304925,-6.8765567687999996,8.0,-77.6268750478,27.8674,0.0,118.488,48.5575,69.6233,96.88,242.2063,210.135,0.0,813.7575,5.853871964321763
4j74,5.1951996465,4.52343283,-0.0530680015,2.0,20.0,2.0,13.0,-0.0086405122,-0.9077892287,2.0,-20.193859888,0.0,0.0,24.3159,0.8440000000000001,129.9951,207.2721,178.1323,34.7633,130.0059,705.3286,4.585026652029182
4d8n,6.4000523252,-21.895094589299998,-0.0329483708,8.0,31.0,8.0,13.0,-0.012351971599999999,-5.8643845782,8.0,-108.350504664,39.5769,3.2203,53.9119,16.5179,100.3132,267.6443,146.6837,139.6124,0.0,767.4806,5.7447274948966935
4ccd,-2.9257889213999997,-13.4064514938,-0.3767791432,2.5,10.0,2.5,1.0,-0.061407782800000005,-5.052425818,4.0,-61.9248052312,1.5863,15.9517,94.4662,9.0882,29.2963,35.4678,41.0234,136.9669,0.0,363.8468,4.494850021680094
5thj,1.7856153909,-4.6171581822,-0.22247485190000002,0.5,9.0,0.5,5.0,-0.0414348501,-2.4236783419,1.0,-33.5534707104,0.0,0.0,42.4175,8.5691,73.1531,195.2214,53.7206,0.1068,0.0,373.1885,2.8696662315049934
3h85,4.2844544531,-20.6789608344,-0.2529366916,27.0,71.0,21.0,23.0,-0.062302640599999994,-7.098422824,18.0,-75.8675992828,76.1323,13.245999999999999,56.801,77.6354,134.4695,276.6277,356.4604,137.3697,0.0,1128.742,5.221848749616356
4mvx,6.7132892297,-8.8046966016,-0.18011580440000002,7.0,23.0,7.0,12.0,-0.0422343542,-1.7436817675999998,8.0,-38.1222552271,11.4371,22.4183,5.1641,30.4391,88.499,294.1762,152.3192,105.7071,130.7634,840.9235,7.244125144327507
3jzk,6.9531111201,0.1491845311,0.0277552616,2.0,31.0,2.0,18.0,0.0050977554999999996,-0.0,2.0,-15.0389581821,0.0,0.0,3.7118,0.6799,116.4346,287.077,160.3298,109.5326,10.3973,688.163,5.910094888560603
4zhm,4.7873205273,-23.6852576182,-0.5646479368999999,10.0,72.0,10.0,20.0,-0.1043316176,-8.509914305499999,6.0,-101.782321761,34.2086,16.3397,91.7232,59.8991,269.8059,211.6806,455.3683,172.175,0.0,1311.2004,8.045757490560675
5nb7,8.8885418435,-15.6346474158,-0.36659830200000004,5.0,31.0,5.0,12.0,-0.0597134209,-4.5078681722,6.0,-133.567597468,2.3676,1.9567,11.2127,62.7455,208.8712,261.5348,177.8034,177.5766,15.1497,919.2182,8.221848749616356
5opr,5.4622046763,-10.1799170026,0.11737306980000001,5.0,28.0,5.0,11.0,0.025430098300000002,-1.2629597565000001,6.0,-31.200559483699998,0.0,18.862000000000002,36.2911,5.0226,113.9612,157.0305,240.1172,127.3311,0.0,698.6157,5.591760034688151
5wfz,5.1522318023,-9.2455314265,-0.09378403140000001,7.5,37.0,7.5,10.0,-0.0238237552,-6.2298386358,10.0,-89.93842401389999,68.7529,0.0,48.3574,13.5937,191.0684,198.1496,97.8928,75.0478,38.8842,731.7468,8.0
4lp9,6.9562504573,-29.1892052104,-0.4080184823,29.0,72.0,23.0,28.0,-0.0651045724,-10.016224039299999,18.0,-160.394546789,14.2901,84.1914,108.1243,38.598,388.4449,361.8678,423.3198,201.842,0.0,1620.6783,6.2076083105017466
3zls,4.3393635145,-10.9063508288,0.042285698499999996,2.0,13.0,2.0,4.0,-0.0004254242,-1.46698,2.0,-43.760020734899996,0.0,8.611,8.5591,25.0586,77.4496,152.1787,97.9229,115.6511,0.0,485.431,4.404503778174426
4jjq,3.2374488224,-16.5679400918,-0.2660955022,12.0,24.0,9.0,2.0,-0.0657867181,-4.3462803251999995,10.0,-60.218289401899995,22.308000000000003,22.9171,34.9536,23.0318,102.7833,83.6065,112.34299999999999,126.8665,0.0,528.8098,5.026872146400302
2q1j,8.178398830199999,-16.6775748421,-0.1976462154,9.0,38.0,9.0,20.0,-0.0356109395,-1.5408277732,10.0,-65.50198461689999,8.6011,4.1759,12.8213,19.4487,160.1745,390.4208,177.4936,108.9008,90.1048,972.1415,9.096910013008056
3pz1,5.4612878138,-3.3309394577999996,-0.0611583962,7.0,38.0,7.0,16.0,-0.012403315900000001,-1.1142813335,6.0,-45.82736963479999,2.077,11.4978,18.8695,0.4287,252.3158,334.213,66.4191,73.3824,0.0,759.2033,6.140261433802853
4b4n,3.0869073348000002,-4.4838317049,-0.17942632379999998,40.0,111.0,33.0,39.0,-0.036234406000000004,-6.2260318226999996,26.0,-123.09396906399999,49.9751,2.399,3.7532,109.9527,310.7935,132.1315,464.9179,193.722,0.0,1267.6449,3.441291429466834
5wqj,6.7176314905,-12.8248599379,-0.2567215,5.0,24.0,5.0,7.0,-0.0500680274,-4.1089229612,6.0,-96.626818593,50.8211,8.1971,26.2986,48.4894,174.329,292.4854,102.1096,104.0425,0.0,806.7727,5.522878745280337
2cct,5.7676225774,-21.1310840704,-0.1675437858,4.5,25.0,4.5,5.0,-0.0351635106,-3.8659764034,4.0,-113.43509401799999,23.4788,8.7592,26.4133,37.6606,144.4356,19.4082,186.7263,256.3132,62.7779,765.9731,5.022276394711152
