,pKd,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,delta
4zx1,6.139661993429006,3.4172859006,-8.1680052769,-0.38068131,9.0,28.0,9.0,3.0,-0.0690360788,-2.0964391133,10.0,-62.8314428806,0.0,0.0,107.4038,20.33,173.9709,36.6887,221.7659,109.3022,0.0,669.4615,2.722376092829006
4wov,7.142667503568732,5.6862491968,-14.9489002799,-0.017464396899999998,6.0,28.0,6.0,5.0,-0.0080903947,-2.5826549645,10.0,-87.24088251069998,17.244,0.0,22.4531,23.0457,173.8046,222.8912,116.0899,232.048,0.0,807.5765,1.4564183067687315
4yc0,4.130768280269024,5.3229589347,-15.309476629,-0.2905647286,2.0,15.0,2.0,7.0,-0.0580483986,-2.8686867249,2.0,-54.572829584,0.0,51.4248,0.0,20.0418,36.2976,156.9632,27.81,21.8746,0.0,314.4120000000001,-1.1921906544309762
4q1x,11.154901959985745,7.0231447453,-17.779386845599998,-0.6521826335,13.0,38.0,11.0,16.0,-0.154546343,-5.841206294199999,10.0,-111.023012153,19.2478,30.9102,68.2857,18.2664,183.9911,212.4901,349.122,197.5743,0.0,1079.8876,4.131757214685745
5c1w,5.060480747381382,4.9116030729,1.1707160541,-0.0143397295,1.0,12.0,1.0,7.0,-0.0020831116,-0.4048571404,1.0,-5.9549632583,0.0,0.0,7.1097,19.3786,71.5511,78.9069,217.782,5.6965,119.7555,520.1803,0.14887767448138156
4rfd,8.050609993355089,3.089606578,-3.0091500599,-0.210364932,7.0,16.0,7.0,6.0,-0.0444054846,-1.6921100857,12.0,-40.975465313,25.4321,0.0,67.9421,17.5631,107.1256,190.6706,146.5003,50.8988,0.0,606.1326,4.961003415355089
5e2r,7.064492734175287,5.4380068412,0.9718962547,-0.2869339531,5.0,25.0,5.0,16.0,-0.0579677147,-2.5042888929,6.0,-40.9194706864,0.0,0.0,92.0242,32.7838,149.4479,342.2866,112.5638,35.1775,0.0,764.2838,1.6264858929752872
4xiq,7.0655015487564325,8.9152335446,0.9821797845,-0.2887089989,1.0,25.0,1.0,13.0,-0.06239065940000001,-2.5058512266,1.0,-52.6458193258,2.2362,2.3947,11.0428,44.2961,154.1724,150.2016,312.3673,103.2308,0.0,779.9419,-1.849731995843567
4u70,5.022276394711152,3.476889298,-12.4273156928,-0.2329490891,3.5,13.0,3.5,7.0,0.0621926171,-4.8691119972,4.0,-68.8653810072,39.7145,99.7155,6.0385,0.0,73.6144,53.1101,193.3526,22.8167,0.0,488.3623,1.5453870967111523
4yes,8.017728766960431,7.413251401799999,-13.7335440244,0.0306305424,5.5,26.0,5.5,11.0,-0.0023545029,-4.0333074771,8.0,-82.9538094983,27.6879,3.3857,23.579,34.172,118.4123,182.8062,189.8498,149.5824,65.6161,795.0914,0.6044773651604318
4u6c,5.00436480540245,3.3624941976,-13.3529947426,-0.2644818242,4.5,13.0,4.5,7.0,0.0519604316,-4.8776058114,6.0,-66.10414323239999,38.9083,96.0461,1.162,0.0,64.145,55.7429,181.7655,17.8826,0.0,455.6524,1.6418706078024505
4q81,3.0222763947111524,2.7121819636,0.2038882153,-0.188140185,0.5,10.0,0.5,5.0,-0.0402539312,-1.6696652917,1.0,-43.7523410946,0.0,0.0,39.8561,12.842,86.6638,113.9768,171.8459,4.5667,0.0,429.7513,0.3100944311111524
4yzu,5.045757490560675,6.1439176172000005,-14.7169120627,-0.0654199731,5.0,27.0,5.0,12.0,-0.0144644228,-1.3018787359,6.0,-63.021196743599994,0.0,1.1125,17.2539,36.9679,178.0383,301.5041,152.7048,78.3983,0.0,765.9798,-1.0981601266393257
5anu,9.397940008672037,8.0393217913,-25.0442018761,-0.1569815298,1.0,26.0,1.0,5.0,-0.0572708992,-3.3736725852,1.0,-102.049788889,0.0,14.8527,17.7963,29.1976,100.023,239.6747,92.5683,297.139,0.0,791.2516,1.3586182173720367
5anv,9.30102999566398,6.717609485800001,-21.596498145199998,-0.2930585946,5.0,27.0,5.0,9.0,-0.0608136559,-3.0202037542,4.0,-70.5596768931,1.3627,14.467,4.2343,26.2067,99.7221,301.0347,75.9741,236.6073,58.6279,818.2368,2.583420509863979
5fnu,8.886056647693161,9.037697035,-19.6078087129,-0.1831231134,7.0,39.0,6.0,17.0,-0.0477795386,-5.7784268851,6.0,-68.5407823426,18.1573,43.3679,38.4043,12.9769,193.1558,279.7329,172.5499,194.2973,0.0,952.6423,-0.15164038730683949
5ih9,8.698970004336019,6.5128410825,-2.5020957578,0.2922737603,6.0,32.0,6.0,10.0,0.0562146736,-1.8440452043,8.0,-73.0125554719,18.7209,10.3921,5.7745,6.9798,216.3955,258.7723,242.9034,195.3806,0.0,955.3191,2.186128921836019
5izj,11.522878745280336,4.9724240637,-23.3060139486,-0.1906707255,21.0,49.0,19.0,13.0,-0.0425130804,-3.8511672403,20.0,-89.4108833361,78.4059,13.8111,13.8331,45.8842,136.4719,156.7697,271.4242,302.0523,0.0,1018.6524,6.5504546815803355
5fck,8.221848749616356,7.2080135649,-27.8177109386,-0.360436986,6.0,34.0,6.0,12.0,-0.0639456582,-4.1570399052,6.0,-147.362380572,11.5983,0.0,14.2807,58.4315,204.3965,198.4492,132.7886,196.5324,110.8066,927.2838,1.0138351847163563
5e89,7.853871964321763,1.6991149152,-19.2836428074,-0.3291536375,11.0,45.0,11.0,12.0,-0.1007741911,-8.4701298079,6.0,-138.254121799,77.3698,19.7736,84.7479,20.7741,215.8818,249.736,22.6871,145.3887,0.0,836.3589999999998,6.154757049121763
5ive,7.568636235841013,7.0754865917,-5.669510955,-0.0762536204,1.0,16.0,1.0,6.0,-0.013862961000000002,-3.2468961736,1.0,-38.45247976,9.199,0.0,1.5088,32.4816,125.8644,153.6762,192.1648,41.5108,0.0,556.4056,0.49314964414101325
5i8g,7.522878745280337,7.8348687887,1.0722303518,-0.049363877,2.0,29.0,2.0,12.0,-0.0155426531,-1.4303935188,2.0,-52.1385009673,1.5471,0.0,6.9173,25.0659,179.2932,240.8905,222.1088,137.1646,0.0,812.9874,-0.3119900434196623
5tbm,7.309803919971486,8.1938534645,-15.9607497349,0.0098947801,3.5,26.0,3.5,12.0,-0.0026625687,-1.4692758237,3.0,-75.6890091376,0.0,0.0,52.2756,0.0,66.8643,161.5004,37.8844,80.9536,59.7001,459.1784,-0.8840495445285139
5hvt,7.259637310505756,7.0197926960000006,-8.1834379065,-0.0380828008,2.5,20.0,2.5,8.0,-0.0132321596,-3.2270699389,4.0,-63.3036050634,16.4683,0.0,40.3411,6.6912,39.2511,298.231,60.778,106.7768,0.0,568.5375,0.23984461450575534
5hvs,7.1487416512809245,7.346577160800001,-9.270946855,-0.157553652,5.5,33.0,5.5,15.0,-0.029853043,-3.2973822903,6.0,-67.8818369313,20.2085,0.3428,34.8401,22.0824,77.2438,383.6817,80.4525,44.752,0.6813,664.2851,-0.19783550951907625
5hva,7.0655015487564325,3.9484573539,-29.2987959513,-0.5156067955,8.5,28.0,8.5,2.0,-0.1140723648,-8.450472275900001,14.0,-134.456169258,41.8726,168.4505,42.3604,27.9313,176.6376,109.7669,68.2557,96.1204,0.0,731.3954,3.1170441948564327
5cqt,6.906578314837764,6.0605931532,8.0606736852,0.0183079104,4.0,25.0,4.0,14.0,-0.0001393631,-1.2686076295,6.0,-20.4231415271,0.0,0.893,7.1863,7.2592,174.2054,200.026,288.2402,44.7956,0.0,722.6057,0.8459851616377643
5dx4,6.863279432843593,5.3094553838,2.3711164485,-0.015109894,5.0,28.0,5.0,13.0,-0.0047823548,-1.071482192,8.0,-20.0470591994,0.0,0.0,13.2809,7.3858,146.2564,231.5431,193.8469,38.25,24.6088,655.1719,1.5538240490435937
5js3,6.732828271596986,5.588966418099999,-11.421979629,-0.8365673497,13.0,31.0,12.0,16.0,-0.200902911,-5.723833224400001,12.0,-98.1289474338,13.9654,66.1904,17.9891,27.4153,236.9516,192.1762,440.5991,115.6435,0.0,1110.9306,1.143861853496987
5izf,9.744727494896694,5.886477297000001,-36.6193488869,-0.2544550159,27.0,57.0,25.0,17.0,-0.0611290566,-9.8400837507,24.0,-122.45165187100001,178.8979,67.8653,26.4159,39.205,169.449,187.3471,351.8862,352.8593,0.0,1373.9257,3.8582501978966928
5cy9,6.661543506395395,5.6120566833000005,6.0383610713,-0.050170716,6.0,23.0,6.0,12.0,-0.0090365968,-1.2217596232,10.0,-17.6638181612,0.0,0.1688,11.6232,7.6272,162.4593,202.5993,275.6807,58.2662,0.0,718.4247,1.0494868230953944
5jt9,6.632644078973981,3.5145613444,-18.664335195699998,-0.8471516104000001,10.0,24.0,9.0,10.0,-0.2053405255,-5.0303404341,10.0,-90.73310908459999,11.361,65.5325,18.7129,32.0532,160.8686,159.4226,232.6369,92.8383,0.0,773.426,3.118082734573981
5i2e,6.638272163982407,6.5999356851,-27.4148635608,-0.3290362791,9.0,38.0,9.0,8.0,-0.0937693616,-7.2050796049,14.0,-132.52638640799998,3.7193,10.5722,65.8843,44.8915,245.798,354.7058,149.8786,108.2506,0.0,983.7003,0.038336478882406766
5l4i,6.585026652029183,4.1385632921,-8.592314572100001,-0.138556261,3.0,18.0,3.0,9.0,-0.0133348482,-1.4233960242,4.0,-10.6511109786,31.3549,33.7937,21.562,12.4821,56.4885,214.6078,511.6449,121.7855,57.3445,1061.0639,2.446463359929183
4rfr,6.5376020021010435,7.3149637418,-9.4593510964,-0.7023826891,3.0,21.0,3.0,10.0,-0.1450769871,-8.9259278288,2.0,-75.5532768131,0.0,46.5122,82.4255,0.0,0.0,217.6072,0.0,28.1358,0.0,374.6807,-0.7773617396989563
5jvi,6.508638306165728,4.0873950297000015,-14.8955242126,-0.7919711576999999,13.0,29.0,12.0,14.0,-0.1941254634,-5.0651592044,12.0,-98.35130492729999,13.3453,66.4661,18.5739,26.5012,241.2218,195.1977,384.9929,110.6264,0.0,1056.9253,2.4212432764657263
5cu4,6.494850021680094,7.8388369696,-7.6691220534000015,-0.4578151184000001,11.0,34.0,11.0,19.0,-0.08729997980000001,-5.8593601717,12.0,-73.7802407757,10.1991,57.2804,0.0,40.7802,160.5105,375.9709,287.2886,189.5386,50.1691,1171.7374,-1.3439869479199062
5i2f,6.494850021680094,3.8045539508,-23.2237677149,-0.4251894832,6.5,26.0,6.5,1.0,-0.1126713989,-9.5573600302,8.0,-127.726677235,0.0965,9.9968,109.3266,30.0525,218.5487,86.4481,134.4267,150.0882,0.0,738.9841,2.690296070880094
5jss,6.450996737974213,4.9858469307,-13.9028188466,-0.7917217711,13.0,31.0,12.0,16.0,-0.1943895198,-4.9724313986,12.0,-97.99752803049999,13.2183,66.6662,19.6644,27.6684,260.0698,184.3763,432.0887,116.3834,0.0,1120.1355,1.465149807274213
5dbm,6.455931955649724,5.9758383837,0.6531068309,-0.1040015471,2.0,22.0,2.0,10.0,-0.0227675296,-1.3953547015,2.0,-26.472710325599998,2.6713,0.0,5.4651,16.8455,113.1754,123.9842,283.5104,33.0195,0.0,578.6714,0.48009357194972413
5ivy,6.443697499232713,5.2620425902,-16.8523141648,-0.5974936191,4.0,20.0,4.0,9.0,-0.1032607222,-2.5071568388,4.0,-50.2883457913,24.2897,50.7842,3.1917,8.2035,129.9058,271.7666,75.9234,52.8714,57.1675,674.1038,1.181654909032713
5jxn,6.411168274405793,3.9504891212,-15.6707644634,-0.8612199486,13.0,29.0,12.0,14.0,-0.2061473645,-5.0776432042,12.0,-97.2715929775,13.469,66.8572,18.4474,17.2053,200.5584,175.0242,359.9304,113.0678,0.0,964.5597,2.4606791532057932
5d0r,6.366531544420414,5.6467947697000005,-2.1411086543,-0.057534955599999986,3.0,19.0,3.0,8.0,-0.0126306978,-0.6773413404999999,4.0,-33.0489762884,11.3932,3.1785,35.5267,10.6067,48.8098,206.3034,122.197,20.8991,231.1443,690.0587,0.7197367747204133
5ant,6.356547323513813,6.1873989044,-21.728042241799997,-0.2703424093,7.0,24.0,7.0,6.0,-0.0780946803,-4.1067885053,8.0,-94.8708802075,0.0,15.3006,13.0178,40.5267,69.7647,252.4245,88.6611,291.6979,0.0,771.3933,0.16914841911381284
5ivv,6.346787486224656,4.7277391346,-19.9416053421,-0.5789729966,3.0,20.0,3.0,5.0,-0.1049037398,-2.8257482202999995,4.0,-71.4982066877,10.8564,58.5198,10.4657,5.4224,135.7959,308.8411,32.1498,90.2199,0.0,652.271,1.6190483516246559
5lz5,6.346787486224656,6.6239721524,-8.913297131,0.0330437245,5.0,25.0,5.0,14.0,-0.0008215088,-2.9225835701,5.0,-70.5855324156,0.0,0.0,16.8729,31.3226,105.5363,299.7434,131.4141,131.1663,42.6932,758.7488,-0.2771846661753443
5kbe,6.337242168318426,4.361038144,-2.0870944507,-0.0969893827,0.5,7.0,0.5,5.0,-0.018630646,-1.2760012087,1.0,-12.0708542226,0.0,0.0,28.3259,0.0,0.0,181.468,0.0,0.0,0.0,209.7939,1.9762040243184256
5ekm,6.3187587626244115,3.3600810155,-4.0885759486,-0.1324316195,7.5,19.0,7.5,7.0,-0.0285254261,-1.9304429914,12.0,-47.9961602017,6.3892,4.5366,60.4199,53.8435,131.4447,185.425,200.8479,69.4143,0.0,712.3211,2.9586777471244115
5gmh,6.309803919971486,6.0481604977,-9.79355848,-0.2043869885,6.0,23.0,6.0,8.0,-0.0595520531,-2.3175643436,6.0,-41.0235015731,8.9108,9.8246,67.6501,14.8037,56.1382,233.4896,263.1526,88.11,0.0,742.0796,0.2616434222714865
5i3y,9.397940008672037,7.7562533305,-10.1727434704,-0.4159108347,12.5,46.0,12.5,30.0,-0.1106029571,-4.0351705417,12.0,-73.2378469254,23.1712,23.1216,69.0076,21.5883,255.1891,468.1732,345.1849,125.8109,32.5369,1363.7837,1.6416866781720376
5d25,6.301029995663981,5.1433198988,0.15777369900000002,-0.1142850769,7.5,28.0,6.5,10.0,-0.0211685214,-3.4346549438,6.0,-39.5773233495,14.8634,0.0,9.8898,31.9348,155.8484,149.7752,286.2335,61.4105,0.0,709.9556,1.1577100968639815
5lz7,6.275724130399211,6.668106245700001,-7.9569141898,0.0421390005,5.0,25.0,5.0,14.0,-0.000220047,-2.7883915746,5.0,-72.7142890983,1.1563,0.0,17.1626,24.2599,98.7643,288.1881,148.0824,132.6259,42.9844,753.2239,-0.3923821153007898
5lwd,6.2441251443275085,5.0924670371,-22.4790186434,-0.9691089927,12.0,28.0,11.0,10.0,-0.2266044006,-7.335479457100001,12.0,-110.270752144,12.2671,66.7911,19.2463,83.1289,159.7466,176.3213,243.2544,121.0717,0.0,881.8274,1.151658107227509
5htl,6.301029995663981,9.988300075,-42.2955125962,-0.3067381831,4.0,46.0,4.0,0.0,-0.0958304685,-14.604262668499999,4.0,-180.721021669,42.9211,104.1519,125.6726,63.2559,259.9429,143.714,163.8723,150.8626,0.0,1054.3933,-3.6872700793360185
5fnt,6.173925197299173,7.889037025199999,-18.7462513589,-0.2353989457,8.0,34.0,7.0,17.0,-0.05427826,-5.6838360147000015,8.0,-60.84078769510001,18.7143,46.8387,36.2185,17.2964,139.8503,264.702,97.1564,157.549,52.0568,830.3824,-1.7151118279008255
5i3w,9.221848749616356,10.6096247842,-15.902649992,-0.5208439141,3.0,35.0,3.0,12.0,-0.1328790484,-5.7970942056,4.0,-125.179090427,10.2157,12.9413,76.7723,10.5549,223.4153,309.8766,155.6902,201.5011,65.8304,1066.7978,-1.3877760345836432
5kax,6.107905397309519,6.6688690753,-9.1509625608,-0.0466059546,8.0,33.0,8.0,20.0,-0.0088825639,-1.0784723517,8.0,-53.113712596800006,0.0,7.9077,18.601,27.1797,123.4571,260.8013,360.6979,140.3149,0.0,938.9596,-0.5609636779904807
5ftg,6.154901959985742,6.434665718300001,-15.025073216400001,0.0717793314,10.0,36.0,10.0,14.0,0.0168409304,-0.0,10.0,-61.9561765985,0.5323,18.9389,9.5858,23.0702,122.1196,358.9716,135.8782,315.8029,0.0,984.8995,-0.2797637583142585
5d26,6.091514981121351,5.4903046782,0.8244720995999999,-0.208457858,8.5,29.0,7.5,10.0,-0.0400632238,-3.3892885873000003,8.0,-40.6008132908,0.0,0.0,13.067,66.7197,197.3632,139.0904,289.9831,70.5278,0.0,776.7512,0.6012103029213511
5e7n,6.091514981121351,3.1902560758,-5.3661981702,-0.17460729449999998,6.0,30.0,6.0,16.0,-0.032919031200000004,-2.3751726482,6.0,-23.7332131944,30.4604,31.6172,8.9705,15.6788,96.7597,227.5749,173.2728,93.2356,9.8157,687.3856,2.9012589053213516
5h9r,6.075720713938117,5.6397385959,-18.7011930682,-0.3824270162,9.5,34.0,9.5,6.0,-0.1126860687,-8.6634631021,8.0,-110.79064252100001,68.7986,11.5134,105.4267,11.377,170.0043,174.7289,19.903,150.1628,0.0,711.9147,0.43598211803811715
5d3l,6.055517327849832,5.0027538752,2.5194354614,-0.0982289808,8.5,30.0,7.5,12.0,-0.021535266400000003,-1.4662538449,6.0,-36.8093668063,0.0,0.0,0.095,25.4975,151.355,123.7955,364.7313,50.0568,0.0,715.5311,1.052763452649832
5kcb,6.00436480540245,5.931044149400001,-6.0553633695,-0.2395064897,3.0,24.0,3.0,16.0,-0.0482563071,-1.2335321377,2.0,-18.9056020614,0.0,2.5048,104.4541,16.7645,10.7891,273.8688,161.4579,32.036,0.0,601.8752,0.07332065600244952
5g2g,6.045757490560675,5.9566942947,5.5616439156,-0.1380354831,0.5,20.0,0.5,16.0,-0.0486230521,-2.4403725743,1.0,-18.1126113526,6.6347,3.9444,33.2051,3.2152,67.6877,202.5329,208.7241,42.3123,0.0,568.2564,0.08906319586067468
4xo8,8.958607314841776,4.3979180212,-15.4446515011,-0.5712053375,10.0,19.0,10.0,6.0,-0.1494705922,-8.1863792014,14.0,-63.778202433000004,13.7114,11.8222,109.7907,17.1841,65.3129,32.7484,164.6504,120.5964,0.0,535.8165,4.560689293641777
5cp5,5.908684840302778,6.9636513714,2.6394050858,0.0369092168,4.0,26.0,4.0,14.0,0.00073349,-1.2779229525,6.0,-23.8335326217,0.0,0.0,6.4865,6.6815,163.0355,282.8145,195.6813,47.8664,33.3868,735.9525,-1.0549665310972225
5lvl,5.903089986991943,5.8344508513,-1.9205482113,-0.0468993506,0.0,17.0,0.0,11.0,-0.0126820421,-0.4526146743,0.0,-20.120437539,1.6424,1.6974,7.1959,26.0241,99.2294,279.5351,130.2385,33.7709,0.0,579.3337,0.06863913569194313
5ivc,5.920818753952375,5.9090541192,-14.5898569249,-0.4663896165,6.0,26.0,6.0,13.0,-0.0896618176,-3.3650687475,8.0,-59.18092182979999,20.9561,39.6749,21.1124,11.331,145.1376,374.9169,75.8816,61.968,0.0,750.9785,0.011764634752374548
5lwm,8.872895201635194,7.1858474971,-7.788431536799999,-0.0973194532,4.0,32.0,4.0,11.0,-0.0112370668,-2.2417728219,6.0,-84.6493963266,15.5275,22.0188,0.0,13.836,226.6588,243.8853,263.2069,121.8386,0.0,906.9719,1.6870477045351935
5lif,5.872895201635193,4.5598652783,-21.2847722301,-1.1952292899,14.0,35.0,12.0,17.0,-0.2781980872,-5.6965620662,14.0,-115.50184145600001,11.1328,100.2695,17.817,39.4982,197.7697,180.5823,373.062,102.5541,0.0,1022.6856,1.3130299233351925
5eh5,5.8696662315049934,3.35131581,-5.47403587,-0.2107096723,1.5,11.0,1.5,2.0,-0.0449262625,-2.7249960339,2.0,-58.310107832,0.0,0.0,59.8723,11.3275,136.8431,124.0904,121.5044,7.2536,0.0,460.8913,2.5183504215049934
5ipj,8.886056647693161,7.518580565800001,-9.1329553813,0.06161316,2.0,27.0,2.0,11.0,-0.0042028977,-1.600768576,2.0,-32.518472311,2.4547,6.5924,2.9958,19.0824,116.9443,177.5679,324.0432,125.2237,0.0,774.9044,1.3674760818931606
5fsy,5.886056647693162,7.301005427100001,-53.6668007313,-1.2605098999,11.5,36.0,11.5,0.0,-0.2835158897,-13.2682986523,16.0,-208.28217981,0.9523,117.6048,149.5968,49.7241,164.6011,83.094,85.1403,296.3839,0.0,947.0973,-1.4149487794068385
5dw2,5.841637507904752,3.9259172062,-5.4676985164,-0.1013756529,3.5,14.0,3.5,3.0,-0.0250560184,-1.3291205545,2.0,-29.363145029000002,0.0,0.0,19.0814,29.8975,79.654,90.2483,102.9287,138.7312,0.0,460.5411,1.9157203017047517
5egu,5.853871964321763,5.2395464519,-10.354421608500001,0.28011983100000004,10.0,34.0,10.0,11.0,0.043716004,-2.547337421,12.0,-63.2421239316,15.2273,0.0,0.0,42.3367,186.3541,131.0002,363.4784,93.3667,0.0,831.7634,0.6143255124217628
5lso,5.853871964321763,6.6356786527999985,-29.566534471100002,-0.7120427523999999,11.0,57.0,11.0,15.0,-0.1429498661,-9.5406731327,8.0,-103.57448721700001,133.3728,132.0326,6.7628,55.0494,124.6712,188.5327,148.7731,123.4181,0.0,912.6127,-0.7818066884782358
5tb6,5.815308569182402,5.2607003035,4.1117615675,0.0260168903,2.0,19.0,2.0,10.0,0.0008288436999999999,-0.6498061259000001,2.0,-15.8301591753,2.7392,0.0,0.0,13.7916,132.1247,152.0931,238.2939,70.8233,0.0,609.8658,0.5546082656824014
5fsn,5.769551078621726,4.4488955762,-11.488250450499999,0.2275726074,5.0,13.0,5.0,3.0,0.0473394446,-1.8686684636,10.0,-45.5629831643,44.667,0.0,26.5941,0.0,25.1142,0.0,127.9564,108.6137,0.0,332.9454,1.320655502421726
5eis,5.7447274948966935,5.4823609814999985,-6.081805684,-0.0608650002,3.0,21.0,3.0,7.0,-0.0153739504,-1.2975804845,4.0,-29.832116530300002,0.0,0.2111,0.0,21.508000000000006,130.657,198.4583,180.1029,62.3032,49.83,643.0705,0.26236651339669503
5fsx,2.7212463990471707,5.7702264669000005,-45.901708846300004,-1.1179634533,7.0,27.0,7.0,0.0,-0.2346727906,-6.4632571585,10.0,-113.93328042600001,6.5602,136.4305,72.1082,36.2551,88.98700000000002,80.1979,98.4974,207.688,0.0,726.7243,-3.04898006785283
5ikb,8.721246399047171,5.817272515499999,-20.369802134300002,-0.9400701236,4.0,15.0,4.0,6.0,-0.1970447536,-8.1276266524,4.0,-82.1256406091,15.9982,100.4251,0.0,0.0,0.0,0.0,132.9613,81.5815,0.0,330.9661,2.903973883547172
4z07,7.987162775294827,7.121674457,-32.9272022786,-0.3900479773,2.0,23.0,2.0,0.0,-0.1094147033,-8.6190062732,4.0,-107.223864024,2.9396,75.82,85.264,31.4673,117.1863,0.0007,114.2867,196.05,0.0,623.0146,0.865488318294827
5ehw,2.9978339382434918,2.0163200006,-6.803457155399999,-0.506621543,2.0,13.0,2.0,8.0,-0.1017203932,-1.791696023,2.0,-29.4561662308,0.0,48.2243,14.4687,7.3877,45.0058,118.1895,111.1487,43.6643,88.4041,476.4931,0.9815139376434918
5g4n,3.995678626217357,5.2785167756,-12.165203041300002,0.143177248,4.0,20.0,4.0,12.0,0.0270291065,-0.73349,4.0,-36.4475288544,5.5947,4.7155,11.935,4.3795,63.4533,285.9642,97.7474,95.3069,5.6014,574.6979,-1.282838149382643
4yx4,5.969238409048983,3.4008923991000004,-1.6053088791,-0.2361617753,1.5,10.0,1.5,5.0,-0.0477061896,-1.7332955492,2.0,-33.7286134526,0.0,0.0,61.9114,24.8597,101.1008,205.4541,74.9272,7.2018,0.0,475.455,2.5683460099489825
5flq,2.9665762445130497,4.1230426437,-9.3743102658,-0.5877161974,5.0,18.0,5.0,12.0,-0.1105516128,-1.5685610301,6.0,-27.9893109241,0.0,45.8608,17.3105,15.5558,38.8971,243.7898,118.421,59.4623,0.0,539.2973,-1.1564663991869502
5eqy,8.0,6.2121395221,-11.381256264200001,1.1658896899,5.0,32.0,5.0,15.0,0.2304405533,-1.3833401353,6.0,-37.400889816799996,12.5339,27.1301,14.5358,7.6779,72.934,255.7758,119.883,253.9811,0.0,764.4516,1.7878604778999998
5fng,2.95663772197887,3.9848971371,0.0292882557,-0.106942842,2.0,13.0,2.0,7.0,-0.0210364932,-3.6651395065,2.0,-46.9005681934,0.0,0.0,16.0672,40.6635,107.7623,151.49200000000005,98.8045,4.5769,49.4771,468.8435,-1.0282594151211297
5fou,3.946921556516581,5.4244226064,2.6520137789,-0.1882722132,11.0,37.0,9.0,12.0,-0.0333151158,-4.3250897991000015,8.0,-94.0999822175,0.0,0.0,0.0,70.5215,417.6265,168.7668,292.5805,102.8474,0.0,1052.3427,-1.4775010498834193
4zv2,2.9318141382538383,4.5402004114,-18.5965607197,-0.7136197559,4.5,10.0,4.5,2.0,-0.1357836688,-7.0267388463,6.0,-64.4706023232,38.4267,55.3579,0.0,54.7377,26.699,0.0,50.1392,32.7501,0.0,258.1106,-1.6083862731461616
5hbn,4.88941028970075,1.985630779,-24.6862294165,-0.6986052156,6.5,16.0,6.5,2.0,-0.15137033130000002,-6.6142900844,10.0,-63.5947785887,63.1566,137.3569,4.0937,17.7384,41.898,0.4859,80.9176,40.8134,0.0,386.4605,2.9037795107007502
5ii2,4.88941028970075,6.3511798865,-7.831230678300001,-0.13890100130000002,3.0,21.0,3.0,8.0,-0.0402759359,-4.7495237876,4.0,-46.4241517686,0.0,0.0,96.3909,5.4387,83.9308,261.6012,108.3687,29.7139,0.0,585.4442,-1.4617695967992494
5flt,2.892790030352132,3.4951018547,-5.4387329963,-0.4900520039,3.0,16.0,3.0,10.0,-0.0974661512,-1.5200333317,4.0,-29.395976041399997,0.0,45.2276,13.8347,11.3496,73.973,249.6448,70.7224,45.3989,0.0,510.151,-0.602311824347868
5i1q,7.920818753952375,7.2090111113,-4.603676636,-0.1155540146,5.0,25.0,5.0,12.0,-0.0265963474,-2.1612356199,6.0,-50.61792485300001,0.0,0.0,12.6016,30.9536,150.618,240.487,210.9611,165.4558,0.0,811.0771,0.7118076426523752
5d3t,4.920818753952375,5.2771964936,-2.1262114724,-0.1152899582,6.0,25.0,6.0,12.0,-0.023875099500000004,-3.5617027467,6.0,-43.4587397174,15.4401,0.0,0.0,65.532,126.6697,106.8239,301.8988,106.0567,0.0,722.4212,-0.3563777396476251
5eqe,3.87942606879415,5.5267224567,-6.7256045268,0.9130556869,3.5,17.0,3.5,7.0,0.17846545190000002,-1.3326486414,4.0,-31.210146198,35.7705,19.0441,19.5894,0.5697,37.7789,193.8192,65.065,174.4614,0.0,546.0982,-1.64729638790585
5j0d,6.872895201635193,6.2822098218,-0.936740079,0.046583949900000005,6.0,35.0,6.0,13.0,0.004474289,-1.7497550648,4.0,-54.88170222300001,32.2158,0.0,0.0,15.1202,194.8804,141.1168,237.0935,249.8045,0.0,870.2312,0.5906853798351923
5fh7,6.863279432843593,6.2326552374,-4.7408245962,-0.0683686029,1.0,19.0,1.0,7.0,-0.0177944674,-1.1823565404,1.0,-34.823251923899996,0.0,0.0,6.8276,17.2278,77.8124,214.28,101.488,108.12,57.3525,583.1083,0.6306241954435929
5g4m,3.860120913598764,4.9907686486000005,-9.3034698016,0.1121872955,4.0,19.0,4.0,11.0,0.0217406436,-0.73349,4.0,-38.0925342123,5.5541,4.0817,12.1552,4.0636,75.1157,238.7192,97.9138,157.3049,0.0493,594.9575,-1.1306477350012365
5l3a,4.886056647693163,4.3429796202,-5.3867725647,-0.1295710085,2.0,14.0,2.0,4.0,-0.0236403827,-1.7364422213,2.0,-25.0908078307,0.0,0.0,10.5377,34.9873,95.3117,123.9137,112.9907,70.3838,0.0,448.1249,0.5430770274931627
5f1h,7.85078088734462,6.306400322000001,-9.6286772629,0.1505194829,5.0,26.0,5.0,8.0,0.0245645801,-0.6943289689,4.0,-57.8639845442,0.3812,0.0,13.2389,6.5464,115.4432,269.3302,79.5856,225.6525,0.0,710.178,1.5443805653446194
