index2,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,delta_rf,nro_protein,protein,nro_decoy,decoy_name
2938,5.6731564003,-14.1553887932,0.0697255594,5.0,19.0,5.0,12.0,0.008361786,-1.9930977072,10.0,-19.1743307927,25.1521,27.1713,81.9962,13.8203,5.9357,218.4864,139.0702,58.9872,0.0,570.6194,4.84,139,1dy4,450,ligand_decoy_254
2939,5.5482210486,-16.6801640618,0.0973414579,5.0,19.0,5.0,12.0,0.005911929399999999,-2.2359122368,10.0,-27.6237981873,69.0201,17.4969,39.3435,17.3436,13.9662,241.8651,104.0837,71.6682,0.0,574.7873,4.65,139,1dy4,223,ligand_decoy_38
2940,5.3933299653,-17.7244411097,0.2649805974,5.0,19.0,5.0,12.0,0.040195252,-0.4846608524,10.0,-25.092971626199997,66.8477,18.5559,25.5102,14.9758,38.3043,231.0478,100.5411,76.4906,0.0,572.2734,4.59,139,1dy4,349,ligand_decoy_240
2941,5.2694361694,-16.5417691686,0.217479785,5.0,19.0,5.0,12.0,0.0354202321,-0.6466667886999999,10.0,-19.9808910665,48.2089,16.6558,49.2323,12.6942,14.3518,249.889,121.9,57.2709,0.0,570.2029,4.56,139,1dy4,21,ligand_decoy_395
2942,5.1553417999,-16.7681901967,0.033887238,5.0,19.0,5.0,12.0,0.0056918824,-0.3355350005,10.0,-27.804640146799997,59.1057,18.4786,43.7474,17.1022,27.0926,245.9514,94.532,68.646,0.0,574.6559,4.44,139,1dy4,46,ligand_decoy_57
2943,5.0193307492,-16.1990092916,0.0647304925,5.0,19.0,5.0,12.0,0.0077089799,-1.2292852306,10.0,-28.356444673800002,65.029,8.3463,52.4643,14.0358,21.8246,235.2301,80.5867,58.7556,0.0,536.2724,4.39,139,1dy4,94,ligand_decoy_419
2944,4.9020310284,-15.9549771686,0.0330437245,5.0,19.0,5.0,12.0,0.0014816498,-0.7612525965000001,10.0,-22.278753868699997,55.2536,15.3049,40.0884,16.0027,18.1353,229.1408,76.047,68.5145,0.0,518.4872,4.36,139,1dy4,272,ligand_decoy_51
2945,4.7676409906,-16.3961567338,0.0981262922,5.0,19.0,5.0,12.0,0.0120732454,-0.7975896911,10.0,-23.0324881927,49.7951,38.7796,68.9276,16.5205,6.134,240.0114,107.7549,72.2144,0.0,600.1375,4.3,139,1dy4,200,ligand_decoy_293
2946,4.533848388,-17.016916655699998,0.0425277502,5.0,19.0,5.0,12.0,0.0132908388,-1.2088868737,10.0,-27.3352358864,65.4671,18.9445,33.1891,15.4383,16.6416,227.1443,101.2961,65.4102,0.0,543.5312,4.11,139,1dy4,24,ligand_decoy_338
2947,3.0464333566,-15.6763756619,0.1859103754,5.0,19.0,5.0,12.0,0.0302271229,-0.5116312797,10.0,-14.7580315121,27.9614,15.2111,50.9127,22.1548,16.3914,267.481,128.2222,59.4395,0.0,587.7741,2.83,139,1dy4,399,ligand_decoy_115
2948,4.884896702,-27.604874145300002,-0.7286929754000001,14.0,36.0,11.0,12.0,-0.160414263,-8.8682388403,10.0,-67.9022646278,61.8624,81.7102,33.2805,72.1027,77.0857,117.7111,188.039,99.8702,0.0,731.6618,5.6,67,3c7i,481,ligand_decoy_0
2949,2.8372933529,-24.451519951399998,-0.7059914598999999,14.0,36.0,11.0,12.0,-0.1517664159,-4.6782945737,10.0,-40.838317352800004,43.868,80.9728,33.5447,85.1976,63.9157,93.28,64.0307,35.0443,0.0,499.8538,2.97,67,3c7i,56,ligand_decoy_65
2950,2.6460285005,-22.7758400417,-0.661754678,14.0,36.0,11.0,12.0,-0.1453557133,-4.6141141987,10.0,-35.177520259,40.8986,83.7032,34.7469,71.6239,39.9113,93.185,46.2691,30.2547,0.0,440.5927,2.74,67,3c7i,382,ligand_decoy_258
2951,2.4927730999,-19.8619043187,-0.5669584304,14.0,36.0,11.0,12.0,-0.1277372835,-4.9853188179000005,10.0,-36.6879155321,57.0235,83.9695,43.6091,28.232,41.0534,58.2719,93.5343,19.4231,0.0,425.1168,2.6,67,3c7i,72,ligand_decoy_237
2952,2.3928864317,-18.7889184722,-0.5054332892,14.0,36.0,11.0,12.0,-0.1176224564,-4.6757640332,10.0,-36.4478222504,50.6104,82.6895,39.6136,34.194,25.9158,55.2999,59.2687,37.8954,0.0,385.4873,2.43,67,3c7i,350,ligand_decoy_245
2953,2.290029129,-20.1386207561,-0.4926778981,14.0,36.0,11.0,12.0,-0.1115271545,-3.8195171468,10.0,-34.995174645,57.6005,83.9495,29.5671,25.3605,32.8941,46.6004,44.9226,44.4289,0.0,365.3236,2.3,67,3c7i,232,ligand_decoy_361
2954,2.2101960774,-19.843750441199997,-0.652732751,14.0,36.0,11.0,12.0,-0.15163438769999998,-4.4182723687,10.0,-26.745172521,45.2112,96.1264,31.2144,29.3583,33.1203,28.4911,43.8483,14.2573,0.0,321.6273,2.23,67,3c7i,22,ligand_decoy_429
2955,2.1025344152,-18.9151227616,-0.5443742733,14.0,36.0,11.0,12.0,-0.1237691026,-4.2990435692,10.0,-31.813339034400002,54.9509,83.6928,37.5591,31.5953,37.8064,41.3543,62.3374,22.1799,0.0,371.4761,2.14,67,3c7i,248,ligand_decoy_323
2956,2.0258040263,-17.9989350724,-0.5155554512,14.0,36.0,11.0,12.0,-0.1154806656,-4.3686224306,10.0,-33.4523884535,41.1719,84.9545,36.811,0.5698,17.5989,40.472,32.0933,17.2176,0.0,270.889,2.07,67,3c7i,325,ligand_decoy_500
2957,1.8815632178,-19.0014838742,-0.6371460885,14.0,36.0,11.0,12.0,-0.137969469,-2.6642703968,10.0,-26.0645231406,51.4764,85.3691,30.7247,28.8404,20.8849,30.2641,39.5759,20.0767,0.0,307.2122,1.89,67,3c7i,381,ligand_decoy_48
2958,1.1641073092,-12.877429166199999,-0.2342253617,14.0,36.0,11.0,12.0,-0.0577916771,-1.705951042,10.0,-11.3271907163,41.1294,60.37,25.7834,10.6894,9.7183,22.7483,40.583,11.1461,0.0,222.1679,1.18,67,3c7i,238,ligand_decoy_227
2959,6.6238034497000005,-32.2444917913,-0.9281215715,3.0,17.0,3.0,0.0,-0.1987537853,-8.365761515800001,4.0,-96.2967847675,46.1114,78.6728,139.069,150.5989,175.8529,28.9387,194.1767,176.5666,0.0,989.987,5.97,124,1a8i,128,ligand_decoy_95
2960,4.7023897202,-33.352333082600005,-0.7465607918000001,3.0,17.0,3.0,0.0,-0.1780767022,-5.620506488099999,4.0,-105.75760284399999,46.1114,78.6759,138.1329,152.7246,173.93099999999995,28.9387,194.513,177.4566,0.0,990.4841,4.5,124,1a8i,64,ligand_decoy_40
2961,3.8614507701,-32.4637246174,-0.7736559124,3.0,17.0,3.0,0.0,-0.1860570734,-7.4212684475,4.0,-93.2007674869,46.1114,77.9785,138.3164,146.142,173.7904,28.9387,192.1377,173.0952,0.0,976.5103,3.65,124,1a8i,187,ligand_decoy_76
2962,3.436987442,-32.04764508,-0.7805947278,3.0,17.0,3.0,0.0,-0.1600768576,-4.0744122567000005,4.0,-93.2847520919,46.1114,77.4142,136.5352,149.1651,170.36700000000005,28.9387,193.419,174.9433,0.0,976.8939,3.24,124,1a8i,138,ligand_decoy_70
2963,2.9878935197000005,-34.2817749361,-0.7923452376000001,3.0,17.0,3.0,0.0,-0.165328646,-6.313397816599998,4.0,-113.653160595,25.6464,40.0413,113.9566,94.217,131.974,26.3297,113.3976,116.2607,0.0,661.8233,2.89,124,1a8i,305,ligand_decoy_115
2964,2.3691213557,-33.6749366544,-1.0346903336,3.0,17.0,3.0,0.0,-0.2070055478,-7.1106354325,4.0,-111.63113404200001,25.6464,47.0762,122.7414,97.2898,133.7502,26.3297,130.7815,114.938,0.0,698.5532,2.3,124,1a8i,296,ligand_decoy_148
2965,1.8244390166,-35.5778370963,-0.7340474523999999,3.0,17.0,3.0,0.0,-0.17227479629999998,-6.6738641422,4.0,-119.093991373,25.6464,17.9255,99.9846,82.9434,113.117,25.1974,59.4298,96.2061,0.0,520.4502,1.75,124,1a8i,86,ligand_decoy_177
2966,1.003194273,-33.5955510317,-0.8730658120999999,3.0,17.0,3.0,0.0,-0.1906413859,-6.5058582577,4.0,-108.439205609,25.6464,43.3861,121.1679,92.7928,134.3682,26.3297,129.3932,110.8177,0.0,683.9019999999998,0.93,124,1a8i,120,ligand_decoy_263
2967,0.2834425407,-33.6227781805,-0.9502803044,3.0,17.0,3.0,0.0,-0.2393304521,-9.116143790499999,4.0,-106.67643843200001,46.1114,78.378,139.5052,148.8705,174.843,28.9387,194.0042,175.1724,0.0,985.8234,0.16,124,1a8i,132,ligand_decoy_108
2968,-1.1715008884,-33.598250274899996,-0.8870681362,3.0,17.0,3.0,0.0,-0.2207951598,-5.958271298200001,4.0,-100.937509983,46.1114,78.6469,140.2485,147.8053,175.2248,28.9387,193.5587,176.2371,0.0,986.7714,-1.32,124,1a8i,38,ligand_decoy_366
2969,-9.2445338801,-33.6920343063,-0.9726664192,3.0,17.0,3.0,0.0,-0.26551604510000004,-10.209476649600001,4.0,-112.45884816799999,46.1114,78.6759,137.1729,151.97299999999996,175.209,28.9387,194.795,177.5115,0.0,990.3874,-9.38,124,1a8i,63,ligand_decoy_375
2970,4.5939652284,-9.8775577548,-0.006308014,7.0,18.0,7.0,8.0,-0.0024571915,-1.8533385226,7.0,-52.5797025372,3.3887,26.4875,4.7395,12.2625,113.3039,95.7976,220.7072,128.7549,0.0,605.4418,4.91,90,3b92,20,ligand_decoy_4
2971,3.261243238,-8.7292864947,0.0049217179,7.0,18.0,7.0,8.0,-0.0053324723,-0.0995639326,7.0,-46.0669494735,0.0,25.7243,14.8874,14.4214,120.8687,71.6589,184.9018,122.9471,0.0,555.4096,3.44,90,3b92,463,ligand_decoy_464
2972,2.9344881127999995,-9.1535957899,0.0065794053000000005,7.0,18.0,7.0,8.0,0.0039241715,-0.0,7.0,-37.9923321434,5.2976,17.7749,16.0918,8.8158,85.9156,81.2041,156.6921,104.1557,0.0,475.9476,3.13,90,3b92,328,ligand_decoy_191
2973,2.676211614,-6.0196350716,-0.0531560203,7.0,18.0,7.0,8.0,-0.0089705827,-0.5391811640999999,7.0,-36.8324790762,7.7327,42.5419,5.2619,11.8001,118.5488,69.3262,91.0675,100.8645,0.0,447.1436,2.81,90,3b92,135,ligand_decoy_496
2974,2.5148584838,-7.3955082787,0.0845200527,7.0,18.0,7.0,8.0,0.00953537,-0.6135423803,7.0,-48.1991975686,0.2881,66.5961,5.4033,12.8949,126.6624,75.0887,166.25400000000005,125.8758,0.0,579.0633,2.75,90,3b92,426,ligand_decoy_451
2975,2.3229261555000003,-4.1979686472000015,0.0117725145,7.0,18.0,7.0,8.0,0.0042762467,-0.0938940549,7.0,-25.697506749299997,8.9898,58.8136,19.1592,7.3399,80.6837,59.7858,154.07299999999995,97.0732,0.0,485.9182,2.52,90,3b92,379,ligand_decoy_302
2976,2.1434191478,-4.3793973987,-0.0188873675,7.0,18.0,7.0,8.0,-0.005567189100000001,-0.4749934542,7.0,-35.7597132767,8.3124,63.367,17.035999999999998,7.6457,84.8901,50.7422,108.9603,105.1244,0.0,446.0781,2.31,90,3b92,182,ligand_decoy_229
2977,1.9246410855,-3.2232044466,0.0128434099,7.0,18.0,7.0,8.0,-0.0069608201,-1.1438263107,7.0,-41.704811094499995,28.042,29.6435,8.5746,6.1446,114.8302,40.5989,49.8138,91.784,0.0,369.4316,2.16,90,3b92,423,ligand_decoy_167
2978,1.7337649828,-3.0965820679,-0.0109656755,7.0,18.0,7.0,8.0,-0.0055598542,-0.4281234432,7.0,-29.954734053600006,10.9659,61.4891,16.3182,6.6069,83.8465,36.422,76.7651,92.3876,0.0,384.8013,1.83,90,3b92,250,ligand_decoy_386
2979,1.5195492283,-1.5427861915,0.0153739504,7.0,18.0,7.0,8.0,-0.0030513184,-0.6176425893999999,7.0,-23.2632808212,22.601,32.2679,13.4395,3.3234,91.1331,34.2311,48.6507,63.5173,0.0,309.164,1.6,90,3b92,424,ligand_decoy_79
2980,-1.047130324,-6.706445767999999,0.0219093463,7.0,18.0,7.0,8.0,-0.0032126862,-1.5607420266999998,7.0,-61.0334975228,6.6295,69.0667,4.313,10.4213,116.8867,60.1195,145.5525,123.9878,0.0,536.977,-0.65,90,3b92,42,ligand_decoy_13
2981,4.4584236113,-20.6033966946,-1.0712768148,4.5,13.0,4.5,0.0,-0.2528413379,-7.0410639060000015,4.0,-72.3349427401,42.3538,17.2323,135.6564,0.0218,28.5678,39.972,2.7941,92.0053,0.0,358.6035,4.57,21,3d51,171,ligand_decoy_6
2982,3.3688022116000003,-19.552129487000002,-1.1054207743,4.5,13.0,4.5,0.0,-0.2277633148,-4.6335956931,4.0,-67.3556605449,37.8205,19.1646,143.9221,0.0218,26.5076,47.2701,2.3803,78.6272,0.0,355.7142,3.49,21,3d51,445,ligand_decoy_50
2983,3.149972805,-17.0174741081,-0.9802727105,3.5,13.0,3.5,0.0,-0.1819862039,-3.452023987,4.0,-47.293887536099994,53.2024,20.4003,111.1186,0.0218,29.87,43.7414,2.7941,84.9466,0.0,346.0952,3.27,21,3d51,71,ligand_decoy_166
2984,2.9830158112,-15.636481140799999,-0.8572811073000001,4.5,13.0,4.5,0.0,-0.188213534,-4.2347531707,4.0,-45.079781957,30.1494,35.8365,107.1417,0.0,0.0,20.7227,7.1726,68.4344,0.0,269.4573,3.14,21,3d51,501,ligand_decoy_383
2985,2.8348361614,-17.4088570372,-1.0058128323,4.5,13.0,4.5,0.0,-0.2238684829,-5.673508475499999,4.0,-56.4728474102,59.8602,17.9414,156.3377,0.0218,29.8682,49.8168,3.3532,54.1977,0.0,371.397,2.86,21,3d51,326,ligand_decoy_252
2986,2.7010255807,-15.0287259966,-0.8518239417,4.5,13.0,4.5,0.0,-0.182272265,-2.9580038022000004,4.0,-32.7183410011,47.6453,26.9512,116.6812,0.0,7.0372,26.9355,5.0208,48.178,0.0,278.4492,2.68,21,3d51,169,ligand_decoy_369
2987,2.5724007743,-18.9360052219,-1.0859246101,4.5,13.0,4.5,0.0,-0.2272278671,-5.6698190208,4.0,-59.531339342399995,47.5597,18.8197,149.2633,0.0218,29.7804,42.7924,2.5054,61.6781,0.0,352.4208,2.6,21,3d51,284,ligand_decoy_74
2988,2.4345413288,-13.946358813,-0.9000655790000001,4.5,13.0,4.5,0.0,-0.1933186244,-3.3783669212,4.0,-37.9783958334,32.0964,28.8993,103.2829,0.0,6.7786,29.4309,9.8378,46.2767,0.0,256.6026,2.6,21,3d51,21,ligand_decoy_395
2989,2.2515795832,-13.9835981003,-0.9021560255,4.5,13.0,4.5,0.0,-0.1944408641,-2.1546415448,4.0,-27.833458968899997,27.1673,39.5194,106.4228,0.0,4.7937,14.4767,8.9902,41.0296,0.0,242.3997,2.24,21,3d51,155,ligand_decoy_404
2990,2.0209043131,-20.4024937836,-1.0354971726,4.5,13.0,4.5,0.0,-0.21717171920000006,-7.5895383884,4.0,-72.5476768448,33.434,15.4228,165.3663,0.0218,29.6007,43.5473,2.7941,77.4045,0.0,367.5915,1.98,21,3d51,346,ligand_decoy_84
2991,-0.6341607842,-20.2827001968,-0.9769646706,4.5,13.0,4.5,0.0,-0.2133795759,-6.3997222547,4.0,-65.6717875519,54.7417,18.3661,154.422,0.0218,28.1725,40.8313,2.5146,64.623,0.0,363.693,-0.61,21,3d51,217,ligand_decoy_333
2992,2.1972719836000003,-5.0018956919,-0.1247373094,0.0,4.0,0.0,1.0,-0.0240364673,-1.5240235173,0.0,-18.1874346675,1.4553,0.0,0.2622,42.4198,36.8058,21.9346,71.7729,44.535,0.0,219.1856,0.37,50,2r3d,162,ligand_decoy_0
2993,1.5490501961,-5.3972834764,-0.1209231614,0.0,4.0,0.0,1.0,-0.0226281665,-0.0,0.0,-12.1155384334,7.0267,0.8634,0.1044,54.831,36.0654,26.6121,68.6601,24.796,0.0,218.9591,-0.06,50,2r3d,14,ligand_decoy_13
2994,1.4415719064,-5.5371966939,-0.1544289846,0.0,4.0,0.0,1.0,-0.040048554,-0.7740740017000001,0.0,-12.7783273323,8.3197,7.7886,11.4388,45.284,34.7514,29.5333,33.9822,12.8079,0.0,183.9059,-0.06,50,2r3d,167,ligand_decoy_34
2995,1.3417292476,-5.498189695700001,-0.1682772758,0.0,4.0,0.0,1.0,-0.0269044132,-0.0525838981,0.0,-3.6197071359,0.0,1.1937,0.0,35.962,31.8633,11.5144,96.9985,16.7789,0.0,194.3108,0.09,50,2r3d,53,ligand_decoy_116
2996,1.2832920993,-5.2088645652,-0.1881548548,0.0,4.0,0.0,1.0,-0.0439287161,-0.7502795861,0.0,-8.1344334396,0.0,11.1135,0.0,42.2217,27.9614,13.4799,67.9104,13.5851,0.0,176.27200000000005,-0.05,50,2r3d,51,ligand_decoy_44
2997,1.1987207023,-4.2493642915,-0.1631355109,0.0,4.0,0.0,1.0,-0.0323175694,-0.8919018353,0.0,-13.7435121535,0.0,0.0,12.0747,55.1214,20.0337,4.3221,15.4673,12.7213,0.0,119.7405,-0.01,50,2r3d,118,ligand_decoy_84
2998,1.1163791149,-6.0204639153,-0.2156607298,0.0,4.0,0.0,1.0,-0.0461952002,-0.2436800478,0.0,-10.93046798,2.0939,16.3131,0.0,60.0399,20.3615,8.1283,68.5418,12.8296,0.0,188.3081,-0.16,50,2r3d,10,ligand_decoy_63
2999,1.0017126232,-3.8584801356,-0.1185466538,0.0,4.0,0.0,1.0,-0.0233029773,-0.4958172353,0.0,-8.392167155800001,0.0,1.3636,0.0,34.3597,36.6994,11.2885,55.1879,14.7488,0.0,153.6479,-0.02,50,2r3d,61,ligand_decoy_165
3000,0.8400587621,-3.8767440366,-0.1405146793,0.0,4.0,0.0,1.0,-0.0293249302,-0.3649039401,0.0,-10.910084292899999,0.0,7.8242,0.0,37.0168,30.5295,0.0542,39.2903,27.0071,0.0,141.7221,-0.16,50,2r3d,75,ligand_decoy_152
3001,0.7243287099,-2.577337162,-0.1375880542,0.0,4.0,0.0,1.0,-0.0322662251,-0.9194150452,0.0,-5.6495160176,0.0,12.5066,7.5102,21.593000000000004,15.2155,12.0446,25.9677,8.6201,0.0,103.4577,-0.11,50,2r3d,70,ligand_decoy_128
3002,0.4256662517,-2.4727781625,-0.0944441724,0.0,4.0,0.0,1.0,-0.014743149,-0.0,0.0,-1.8894555702,0.0,0.0,18.5283,2.6212,14.8867,3.3085,45.4367,3.7769,0.0,88.5583,-0.25,50,2r3d,22,ligand_decoy_166
3003,4.9206616744,-8.6713554545,-0.5201837731,2.0,14.0,2.0,11.0,-0.1423924137,-1.1756231022,2.0,-20.1818086473,0.0,50.9051,0.3653,7.6736,27.2929,273.1028,118.4651,49.6928,0.0,527.4976,5.74,104,1lrh,481,ligand_decoy_0
3004,3.9100591524,-7.2864676553,-0.2235530822,2.0,14.0,2.0,11.0,-0.0400118795,-0.0,2.0,-4.6659646068,0.0,59.3907,0.0,7.2642,20.384,239.5812,139.30100000000002,29.2059,0.0,495.127,4.08,104,1lrh,30,ligand_decoy_78
3005,3.217893979,-8.225701600299999,-0.2777433234,2.0,14.0,2.0,11.0,-0.0507648429,-0.73349,2.0,-4.772526034,0.0,60.1996,0.3653,7.6736,25.9916,257.6862,84.3666,29.6888,0.0,465.9717,3.28,104,1lrh,170,ligand_decoy_102
3006,2.6260629027,-7.701622995299998,-0.4095661462,2.0,14.0,2.0,11.0,-0.06539063349999999,-0.73349,2.0,-12.9134288554,0.0,62.0512,0.0,7.5931,16.2274,231.411,114.2921,32.616,0.0,464.1908,2.73,104,1lrh,483,ligand_decoy_139
3007,2.3950795668,-1.6240568835,-0.0339972615,2.0,14.0,2.0,11.0,-0.010510911699999998,-0.0,2.0,-4.8740557198,0.0,17.5441,0.0,0.1568,6.1166,112.6857,106.4597,22.02,0.0,264.9829,2.51,104,1lrh,414,ligand_decoy_351
3008,2.2046802326,-2.3345959814,-0.17714516989999998,2.0,14.0,2.0,11.0,-0.0290682087,-0.0,2.0,-6.8004351766,0.0,33.8012,0.0,0.0,8.5762,108.0226,79.1385,21.9426,0.0,251.4811,2.25,104,1lrh,429,ligand_decoy_303
3009,2.0659699387,-0.1853749277,-0.1277299486,2.0,14.0,2.0,11.0,-0.0187333346,-0.0,2.0,-2.1464191219,3.0798,18.5152,0.0,0.1568,0.0,108.7987,66.8172,20.4106,0.0,217.7783,2.09,104,1lrh,412,ligand_decoy_362
3010,1.9903764593,-1.6546434165,-0.1583091467,2.0,14.0,2.0,11.0,-0.0309019337,-0.0,2.0,-1.6352939503,0.3472,27.3741,0.0,0.1568,6.1173,101.1497,79.434,11.3106,0.0,225.8897,2.01,104,1lrh,430,ligand_decoy_489
3011,1.8313998367,-7.7353708702,-0.3216426999,2.0,14.0,2.0,11.0,-0.0564127159,-0.73349,2.0,-6.106054863400002,0.0,59.8185,0.0,7.5931,21.1626,239.0715,101.1896,27.7349,0.0,456.5702,1.88,104,1lrh,485,ligand_decoy_384
3012,1.5936977324,-1.1226211148,-0.1409547733,2.0,14.0,2.0,11.0,-0.0196281924,-0.0,2.0,-1.4090709645,0.0,16.1825,0.0,0.1568,2.6066,87.5755,67.9011,17.7449,0.0,192.1674,1.65,104,1lrh,35,ligand_decoy_360
3013,-2.0954855763,-10.1028198687,-0.6856957915999999,2.0,14.0,2.0,11.0,-0.1655266883,-0.4106150369,2.0,-19.109138201500002,0.0,64.3385,0.0,6.2701,22.1145,231.1027,65.7917,32.2834,0.0,421.9009,-2.05,104,1lrh,172,ligand_decoy_458
3014,5.8562941835,-13.1490698528,0.1014710066,5.5,19.0,5.5,9.0,0.0076356309,-2.1046982107,10.0,-21.1716387325,0.0,23.8609,84.5058,17.8939,19.081,161.2708,269.7299,33.5503,0.0,609.8926,6.24,96,1y0l,20,ligand_decoy_4
3015,4.6706956173,-9.0918946111,0.0791729106,5.5,19.0,5.5,9.0,0.0162247988,-0.6900527222,10.0,-16.1963027135,0.0,13.2054,52.47,28.1508,22.9067,162.3582,239.2302,19.3978,0.0,537.7191,4.77,96,1y0l,7,ligand_decoy_37
3016,4.3787299228,-9.588694723,0.0753440928,5.5,19.0,5.5,9.0,0.012322632,-0.1324756289,10.0,-16.5854631679,0.0,38.9471,55.6422,29.487,21.8978,170.6631,258.0972,25.4069,0.0,600.1413,4.52,96,1y0l,415,ligand_decoy_92
3017,4.2113034954,-5.7754635855,0.1236444093,5.5,19.0,5.5,9.0,0.021645289900000003,-0.0,10.0,-7.9005601531,0.0,13.2054,14.8662,26.0576,17.8516,174.7359,270.0615,13.4543,0.0,530.2325,4.37,96,1y0l,369,ligand_decoy_273
3018,4.0731139794,-7.1577401603,0.0249533298,5.5,19.0,5.5,9.0,0.0044522843,-0.0,10.0,-9.7643362384,0.0,25.2553,27.7976,22.164,26.8156,169.7473,251.4846,17.8203,0.0,541.0847,4.16,96,1y0l,428,ligand_decoy_335
3019,3.8984920151,-10.805319916199998,-0.1231749757,5.5,19.0,5.5,9.0,-0.028386063,-0.9240947114,10.0,-19.0021660199,0.0,38.9811,56.3489,32.0859,27.1681,158.0652,232.2101,22.7408,0.0,567.6001,4.02,96,1y0l,6,ligand_decoy_219
3020,3.7374762903,-8.0720061057,0.0225328128,5.5,19.0,5.5,9.0,0.0082370927,-0.6131096212,10.0,-12.521261092,0.0,13.2054,63.2075,27.3613,16.4706,171.9838,241.0238,10.624,0.0,543.8764,3.79,96,1y0l,418,ligand_decoy_235
3021,3.5487199737,-8.965140204199999,-0.0202516589,5.5,19.0,5.5,9.0,-0.0033520493,-0.0,10.0,-17.4228153519,0.0,18.0358,57.3988,19.122,18.1137,166.0354,263.7818,14.0709,0.0,556.5584,3.6,96,1y0l,97,ligand_decoy_185
3022,3.3804133583,-7.6331517038,-0.0172443499,5.5,19.0,5.5,9.0,-0.0007848343,-1.1055234629,10.0,-14.439403456099999,0.0,18.1638,70.8256,18.6346,22.266,152.9789,217.3183,12.6448,0.0,512.832,3.46,96,1y0l,362,ligand_decoy_405
3023,3.0684600613,-5.465454037000001,-0.0040048554,5.5,19.0,5.5,9.0,0.0037261292,-0.0,10.0,-9.0140859919,0.0,13.2054,16.4747,23.4512,23.937,153.2547,229.1514,9.9643,0.0,469.4387,3.21,96,1y0l,320,ligand_decoy_475
3024,0.8574131355,-15.5039468327,-0.1700376518,5.5,19.0,5.5,9.0,-0.0640923562,-2.4906459789,10.0,-24.8154776894,0.0,50.9463,66.0533,15.1679,16.6959,153.1087,186.2936,44.8916,0.0,533.1573,1.13,96,1y0l,176,ligand_decoy_387
3025,5.8824064275,-18.1538114859,0.1439180729,0.5,12.0,0.5,5.0,0.018777344,-5.2455684048,1.0,-43.3495157215,0.0,28.4579,69.9652,39.2161,38.4613,154.4791,42.4868,75.0507,0.0,448.1171,6.1,12,1s39,481,ligand_decoy_0
3026,3.0601862941,-13.140935448699999,0.1179598618,0.5,12.0,0.5,5.0,0.0252980701,-1.4664225476,1.0,-35.4378138553,0.0,18.016,64.61399999999999,32.3006,25.023000000000003,92.1319,51.2953,44.0445,0.0,327.4253,3.21,12,1s39,487,ligand_decoy_66
3027,2.8034794639,-9.296692354,0.1039135283,0.5,12.0,0.5,5.0,0.017508406299999998,-0.2096387769,1.0,-12.248036067000001,0.0,45.6841,41.9507,67.36399999999999,45.7196,158.5617,111.8802,68.9607,0.0,540.121,3.1,12,1s39,170,ligand_decoy_102
3028,2.5629754278,-9.7371384292,0.0248213016,0.5,12.0,0.5,5.0,0.0022958237,-0.9496421681,1.0,-15.218743916,0.0,9.3453,42.5254,38.509,27.0388,58.4938,38.3045,33.3148,0.0,247.5316,2.57,12,1s39,3,ligand_decoy_432
3029,2.3768963497,-10.6359204007,0.0586425255,0.5,12.0,0.5,5.0,0.0098214311,-1.7758379692,1.0,-30.3123911125,0.0,0.0,85.2156,25.2092,40.2387,23.8576,26.7917,37.9693,0.0,239.2821,2.39,12,1s39,10,ligand_decoy_136
3030,2.2297289161,-8.191983065,0.1046910277,0.5,12.0,0.5,5.0,0.0147578188,-0.8819703806999999,1.0,-18.1163154771,0.0,0.0,50.0273,20.2794,20.378,67.1788,35.7761,35.1909,0.0,228.8305,2.25,12,1s39,385,ligand_decoy_398
3031,2.10658328,-7.662109889,0.03300705,0.5,12.0,0.5,5.0,0.0044596192,-0.5234551385,1.0,-15.3467966002,0.0,0.0,31.1286,16.397000000000002,50.0351,53.1245,35.1658,35.4661,0.0,221.3171,2.14,12,1s39,495,ligand_decoy_425
3032,1.9528364411,-5.9301712963,0.0279753086,0.5,12.0,0.5,5.0,0.0060366227,-0.7682647609000001,1.0,-10.556036004800001,0.0,0.0,44.6832,15.5878,27.5292,76.1267,23.733,25.177,0.0,212.8369,1.96,12,1s39,104,ligand_decoy_355
3033,1.7826080819,-6.711110764400001,0.0290975483,0.5,12.0,0.5,5.0,0.0016943619,-0.6334052895000001,1.0,-8.4987065783,0.0,0.4807,41.7268,28.7004,31.8027,33.0067,27.8279,33.2157,0.0,196.7609,1.8,12,1s39,27,ligand_decoy_400
3034,1.5873237043,-4.6437178551,0.0009315323,0.5,12.0,0.5,5.0,0.0032346909000000004,-0.0,1.0,-4.0658524284,0.0,0.0,31.3462,12.2644,15.4453,83.7313,43.3955,27.1919,0.0,213.3746,1.59,12,1s39,91,ligand_decoy_481
3035,0.1673164039,-15.8649999503,0.2649805974,0.5,12.0,0.5,5.0,0.0351708455,-1.2875536762,1.0,-40.4029103539,0.0,22.4566,64.2536,41.8787,40.9676,149.0928,46.5192,47.4943,0.0,412.6628,0.32,12,1s39,114,ligand_decoy_342
